"Satisfacao","Genero","Tipo","Distancia","WiFi","Comida_Bebida","Limpeza"
"Satisfeito","Feminino","Cliente Fiel",711,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",546,2,5,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",246,1,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1460,3,5,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",590,3,4,4
"Satisfeito","Masculino","Cliente Fiel",3204,2,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",362,2,5,5
"Satisfeito","Masculino","Cliente Fiel",3550,0,5,4
"Satisfeito","Feminino","Cliente Fiel",3314,3,2,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",746,1,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1119,2,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",409,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",715,3,2,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2677,4,4,5
"Satisfeito","Feminino","Cliente Fiel",3173,1,4,3
"Satisfeito","Feminino","Cliente Fiel",1731,1,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1428,1,1,1
"Satisfeito","Feminino","Cliente Fiel",432,5,5,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",636,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",3931,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",547,3,2,3
"Satisfeito","Masculino","Cliente Nao Fiel",1121,4,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",692,1,1,1
"Satisfeito","Masculino","Cliente Fiel",600,3,4,4
"Satisfeito","Masculino","Cliente Nao Fiel",957,5,2,2
"Satisfeito","Masculino","Cliente Nao Fiel",1076,0,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2611,2,2,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",908,1,1,1
"Satisfeito","Masculino","Cliente Fiel",303,3,3,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",333,2,2,2
"Satisfeito","Masculino","Cliente Fiel",448,3,3,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",191,2,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",813,2,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",261,3,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",874,3,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1072,1,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",137,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",273,1,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",868,2,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",173,3,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",1262,3,3,3
"Satisfeito","Feminino","Cliente Fiel",475,1,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3387,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2614,2,2,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",390,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",888,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",859,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",195,3,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",209,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",224,2,2,4
"Satisfeito","Feminino","Cliente Fiel",408,0,5,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",148,4,4,4
"Satisfeito","Feminino","Cliente Fiel",918,3,5,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",488,1,1,1
"Satisfeito","Feminino","Cliente Fiel",1235,5,4,3
"Satisfeito","Masculino","Cliente Fiel",1363,2,4,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",885,2,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",594,3,1,1
"Satisfeito","Masculino","Cliente Fiel",1652,4,5,5
"Satisfeito","Masculino","Cliente Fiel",2351,3,4,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",3193,2,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2288,4,4,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",516,3,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",248,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",936,3,3,3
"Satisfeito","Masculino","Cliente Fiel",1510,3,2,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1916,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",550,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",255,2,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",852,4,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",416,3,5,4
"Satisfeito","Masculino","Cliente Fiel",683,5,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",641,4,5,5
"Satisfeito","Masculino","Cliente Fiel",1024,2,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",299,4,4,4
"Satisfeito","Feminino","Cliente Fiel",1005,4,1,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",247,2,2,2
"Satisfeito","Feminino","Cliente Fiel",1020,2,3,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",302,3,2,4
"Satisfeito","Feminino","Cliente Fiel",3384,2,5,4
"Satisfeito","Masculino","Cliente Fiel",2731,4,5,2
"Satisfeito","Feminino","Cliente Fiel",214,4,1,1
"Satisfeito","Feminino","Cliente Fiel",633,4,3,4
"Satisfeito","Feminino","Cliente Fiel",2683,4,5,4
"Satisfeito","Masculino","Cliente Fiel",230,4,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",354,4,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1192,1,4,4
"Satisfeito","Feminino","Cliente Fiel",2181,4,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",130,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",954,4,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3080,4,1,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",641,1,4,4
"Satisfeito","Feminino","Cliente Fiel",2136,2,4,5
"Satisfeito","Masculino","Cliente Fiel",3997,1,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",268,3,3,3
"Satisfeito","Masculino","Cliente Fiel",599,4,2,4
"Satisfeito","Masculino","Cliente Fiel",3397,4,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",854,2,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3457,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",304,3,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",727,2,4,4
"Satisfeito","Masculino","Cliente Fiel",1389,4,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1442,1,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2940,2,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",639,4,2,2
"Satisfeito","Masculino","Cliente Fiel",3713,5,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",368,3,1,1
"Satisfeito","Masculino","Cliente Fiel",639,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",534,2,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",912,2,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",429,3,5,5
"Satisfeito","Masculino","Cliente Fiel",1702,3,5,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",896,3,2,2
"Satisfeito","Feminino","Cliente Fiel",1558,1,4,3
"Satisfeito","Masculino","Cliente Fiel",2207,0,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",453,3,2,2
"Satisfeito","Feminino","Cliente Fiel",1603,2,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",604,3,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1400,3,3,3
"Satisfeito","Masculino","Cliente Fiel",2513,1,4,4
"Satisfeito","Masculino","Cliente Fiel",985,4,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",3818,3,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",621,1,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",334,2,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",333,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1626,2,4,4
"Satisfeito","Masculino","Cliente Fiel",364,2,3,4
"Satisfeito","Feminino","Cliente Fiel",991,1,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1044,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",782,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",2402,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",391,1,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1340,3,3,3
"Satisfeito","Feminino","Cliente Fiel",1725,5,3,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",581,1,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",407,1,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",334,2,4,3
"Satisfeito","Feminino","Cliente Fiel",3938,3,2,5
"Satisfeito","Masculino","Cliente Nao Fiel",1154,4,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1211,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",345,1,4,3
"Satisfeito","Feminino","Cliente Fiel",1744,3,5,5
"Satisfeito","Masculino","Cliente Fiel",1741,3,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",946,2,2,2
"Satisfeito","Feminino","Cliente Fiel",3298,5,4,4
"Satisfeito","Feminino","Cliente Fiel",2285,4,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",526,1,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",859,3,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2079,1,1,1
"Satisfeito","Feminino","Cliente Fiel",1754,5,5,5
"Satisfeito","Feminino","Cliente Fiel",2158,5,2,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",325,4,1,1
"Satisfeito","Masculino","Cliente Fiel",3103,4,4,5
"Satisfeito","Masculino","Cliente Fiel",1838,2,2,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",438,4,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1541,2,2,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",946,1,1,1
"Satisfeito","Feminino","Cliente Fiel",1521,5,4,4
"Satisfeito","Masculino","Cliente Fiel",714,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",3065,2,1,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",408,1,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",895,1,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",838,1,5,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",907,2,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1258,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1258,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2218,3,4,1
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",773,2,4,4
"Satisfeito","Masculino","Cliente Fiel",2361,4,5,4
"Satisfeito","Masculino","Cliente Fiel",1521,1,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",678,1,5,4
"Satisfeito","Feminino","Cliente Fiel",1589,5,2,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",327,2,5,5
"Satisfeito","Feminino","Cliente Fiel",846,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",488,2,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1846,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",997,1,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",358,3,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1541,1,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",907,1,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",228,1,2,1
"Satisfeito","Masculino","Cliente Fiel",1727,4,4,4
"Satisfeito","Feminino","Cliente Nao Fiel",204,4,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",833,1,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1117,3,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",888,2,2,2
"Satisfeito","Masculino","Cliente Fiel",842,4,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",164,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",719,2,3,3
"Satisfeito","Masculino","Cliente Nao Fiel",113,5,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2180,2,2,2
"Satisfeito","Masculino","Cliente Fiel",2309,2,3,3
"Satisfeito","Feminino","Cliente Fiel",1190,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",356,1,2,2
"Satisfeito","Feminino","Cliente Fiel",3575,1,2,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",296,2,3,3
"Satisfeito","Feminino","Cliente Fiel",377,5,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",187,2,2,3
"Satisfeito","Feminino","Cliente Fiel",842,0,4,4
"Satisfeito","Masculino","Cliente Fiel",2746,4,4,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",483,4,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1276,4,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",158,3,4,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1020,1,3,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",337,1,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",134,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",310,3,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",135,3,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",971,3,3,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",888,3,3,3
"Satisfeito","Masculino","Cliente Fiel",1501,1,5,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1289,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",528,2,4,4
"Satisfeito","Feminino","Cliente Fiel",1521,5,4,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1514,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",837,4,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",541,3,3,3
"Satisfeito","Feminino","Cliente Fiel",1598,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",853,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",645,1,4,4
"Satisfeito","Masculino","Cliente Fiel",262,3,3,3
"Satisfeito","Feminino","Cliente Fiel",2039,1,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",542,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",992,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",679,3,3,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",746,4,3,3
"Satisfeito","Masculino","Cliente Fiel",2116,5,5,3
"Satisfeito","Masculino","Cliente Nao Fiel",710,4,3,3
"Satisfeito","Feminino","Cliente Fiel",1428,5,5,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1089,3,1,1
"Satisfeito","Masculino","Cliente Fiel",997,5,2,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",236,1,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",430,3,1,3
"Satisfeito","Masculino","Cliente Fiel",1514,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1155,1,3,3
"Satisfeito","Feminino","Cliente Fiel",1661,1,2,5
"Satisfeito","Masculino","Cliente Fiel",2239,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",522,1,3,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1609,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1995,4,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",868,1,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",618,2,3,3
"Satisfeito","Feminino","Cliente Fiel",1849,3,2,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",371,1,3,2
"Satisfeito","Masculino","Cliente Fiel",493,5,2,2
"Satisfeito","Feminino","Cliente Fiel",526,4,3,3
"Satisfeito","Masculino","Cliente Fiel",403,3,2,4
"Satisfeito","Feminino","Cliente Fiel",1735,1,4,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",2486,1,1,4
"Satisfeito","Feminino","Cliente Fiel",3171,4,3,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",156,2,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2586,2,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",409,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",803,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",164,3,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",463,2,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",678,2,2,2
"Satisfeito","Feminino","Cliente Fiel",432,3,2,4
"Satisfeito","Masculino","Cliente Fiel",3860,3,3,3
"Satisfeito","Masculino","Cliente Fiel",934,5,5,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",968,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",280,2,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1044,3,1,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",399,3,3,3
"Satisfeito","Feminino","Cliente Fiel",2373,4,4,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",141,2,5,5
"Satisfeito","Masculino","Cliente Fiel",159,5,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",913,1,5,2
"Satisfeito","Masculino","Cliente Fiel",2227,3,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2013,2,2,2
"Satisfeito","Feminino","Cliente Fiel",187,4,2,3
"Satisfeito","Masculino","Cliente Fiel",944,5,5,5
"Satisfeito","Feminino","Cliente Fiel",2266,5,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1235,2,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1124,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",421,1,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",846,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",515,2,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1035,4,4,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",116,2,2,2
"Satisfeito","Feminino","Cliente Fiel",1735,4,3,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2519,3,3,4
"Satisfeito","Masculino","Cliente Fiel",2487,1,3,3
"Satisfeito","Feminino","Cliente Fiel",2799,1,2,5
"Satisfeito","Feminino","Cliente Fiel",2616,3,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",802,2,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1598,2,1,1
"Satisfeito","Feminino","Cliente Fiel",3215,5,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",373,4,4,4
"Satisfeito","Masculino","Cliente Fiel",2586,5,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",599,1,1,1
"Satisfeito","Feminino","Cliente Fiel",147,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",606,2,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",304,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1235,4,1,1
"Satisfeito","Feminino","Cliente Fiel",528,2,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",859,1,1,1
"Satisfeito","Feminino","Cliente Fiel",868,5,5,1
"Satisfeito","Masculino","Cliente Fiel",679,3,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1972,3,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1075,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",861,2,5,5
"Satisfeito","Feminino","Cliente Fiel",2075,1,5,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1438,4,2,4
"Satisfeito","Masculino","Cliente Fiel",235,5,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",511,2,3,4
"Satisfeito","Masculino","Cliente Fiel",3568,1,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",634,3,3,4
"Satisfeito","Masculino","Cliente Fiel",2580,5,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2442,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",592,3,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",598,3,4,4
"Satisfeito","Feminino","Cliente Fiel",341,3,5,3
"Satisfeito","Feminino","Cliente Fiel",3291,2,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",925,3,2,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",2475,4,4,1
"Satisfeito","Feminino","Cliente Fiel",372,2,5,5
"Satisfeito","Feminino","Cliente Fiel",594,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1390,2,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",175,3,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",236,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",374,3,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1849,3,3,3
"Satisfeito","Feminino","Cliente Fiel",1617,5,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",95,2,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1547,2,2,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",444,2,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",364,3,2,2
"Satisfeito","Masculino","Cliente Fiel",236,0,5,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",190,2,3,2
"Satisfeito","Feminino","Cliente Fiel",774,4,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",769,3,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",67,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",680,1,3,3
"Satisfeito","Masculino","Cliente Fiel",255,1,4,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",391,1,1,4
"Satisfeito","Feminino","Cliente Fiel",391,4,2,1
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1460,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1235,4,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",921,1,4,4
"Satisfeito","Masculino","Cliente Fiel",471,3,3,5
"Satisfeito","Masculino","Cliente Fiel",2923,3,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1640,2,5,1
"Satisfeito","Feminino","Cliente Fiel",3018,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",503,2,1,4
"Satisfeito","Feminino","Cliente Fiel",1874,2,5,5
"Satisfeito","Feminino","Cliente Fiel",2125,4,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1028,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1185,2,4,4
"Satisfeito","Feminino","Cliente Fiel",1487,1,4,3
"Satisfeito","Masculino","Cliente Fiel",577,3,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",624,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",532,2,3,3
"Satisfeito","Feminino","Cliente Nao Fiel",1205,0,2,2
"Satisfeito","Masculino","Cliente Fiel",3643,3,4,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",896,3,2,2
"Satisfeito","Masculino","Cliente Fiel",2123,1,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",321,3,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",565,1,1,3
"Satisfeito","Masculino","Cliente Fiel",426,5,2,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1024,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",214,1,2,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",451,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",854,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1189,3,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1299,1,5,5
"Satisfeito","Feminino","Cliente Fiel",197,1,2,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2588,4,4,4
"Satisfeito","Masculino","Cliente Fiel",2197,5,2,5
"Satisfeito","Feminino","Cliente Fiel",458,5,2,2
"Satisfeito","Masculino","Cliente Fiel",1046,4,1,5
"Satisfeito","Masculino","Cliente Fiel",2263,2,4,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1184,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",775,1,3,3
"Satisfeito","Masculino","Cliente Fiel",73,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",151,3,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",972,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",547,3,1,1
"Satisfeito","Masculino","Cliente Fiel",3987,4,4,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2704,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1814,3,1,1
"Satisfeito","Masculino","Cliente Fiel",575,5,5,4
"Satisfeito","Masculino","Cliente Fiel",3892,2,4,5
"Satisfeito","Masculino","Cliente Fiel",874,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1608,3,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",937,2,5,5
"Satisfeito","Masculino","Cliente Fiel",759,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1037,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1036,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",216,3,4,4
"Satisfeito","Feminino","Cliente Fiel",308,0,5,5
"Satisfeito","Masculino","Cliente Nao Fiel",515,4,5,5
"Satisfeito","Feminino","Cliente Fiel",2477,5,3,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",152,3,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",453,2,2,2
